posX,posY,depth,count
1811,727,10,45
1811,1612,8,36
1812,833,7,35
1811,959,9,41
1812,1619,4,25
1811,1684,8,43
62,1768,9,42
0,1779,4,25
0,1790,6,35
4,1790,3,16
1823,1807,7,36
2,1809,7,25
2,1822,9,45
2,1826,5,27
2,1834,5,32
62,1839,9,44
62,1869,10,41
1754,1822,7,27
4,1838,4,21
4,1847,3,17
1753,1859,1,3
1754,1862,10,39
4,1865,5,27
1754,1871,8,35
0,1880,1,3
1754,1895,1,4
4,1905,3,16
1812,1906,9,31
62,2349,8,41
1754,1907,8,32
1754,1918,10,38
1823,1923,7,29
74,1948,9,36
74,1954,7,29
1823,2230,6,35
74,2342,7,40
1752,1946,7,28
1752,1963,5,33
1752,1973,5,32
1752,1986,5,23
0,2008,1,4
0,2044,3,13
0,2047,4,19
1754,2060,1,5
1752,2101,2,7
2,2109,1,3
1754,2123,1,4
1754,2234,2,7
0,2237,1,4
4,2275,2,11
2,2276,2,8
0,2296,1,5
0,2313,2,9
2,2324,3,18
2,2333,1,3
0,2338,1,3
1754,2342,2,10
1754,2406,2,11
4,2458,1,4
1754,2481,1,4
0,2531,2,8
0,2540,2,9
1754,2586,3,17
2,2645,1,5
2,2649,1,5
3,1756,2,11
4,2680,1,4
15,1417,3,18
15,1428,1,5
15,1497,4,27
15,1533,2,11
15,1596,2,8
16,488,3,12
15,1003,5,33
16,1122,3,16
16,1196,5,22
16,1290,4,18
15,1324,6,23
16,1458,2,7
16,1473,4,22
16,1612,1,4
16,1652,1,4
17,124,1,5
15,1738,5,26
17,44,3,12
17,84,3,17
17,137,3,18
17,250,2,10
72,1844,7,31
72,1884,7,35
1823,2401,5,26
1824,1978,1,3
1823,2271,7,25
1824,2336,1,3
71,2447,9,34
74,2501,7,30
73,2546,2,9
74,2710,6,37
73,2870,10,30
74,2122,5,27
74,2909,5,27
74,2996,6,24
1752,2657,1,5
0,2673,2,11
1754,2686,2,9
0,2702,2,11
2,2726,2,8
73,1978,10,30
73,2766,1,3
1752,2771,2,8
1752,2782,1,3
2,2799,1,3
1754,2834,2,8
1752,2836,1,4
1754,2860,1,4
1754,2881,2,8
1755,1821,1,4
1755,2131,1,4
0,2921,1,5
1754,2957,2,11
0,2960,2,7
71,2885,9,43
71,2898,9,45
1752,2978,3,18
0,2983,1,5
1754,2989,3,16
2,2992,3,17
71,2990,8,40
71,3024,8,32
1752,3029,1,4
1752,3065,3,17
1752,3095,1,3
0,3116,2,11
1752,3123,1,5
1752,3144,3,16
1754,3162,3,18
1755,2114,2,7
1752,3180,1,5
1753,1822,3,18
2,1844,9,44
2,2190,3,16
2,2215,4,27
2,2401,4,28
2,2738,3,12
1753,3045,1,3
0,3261,1,4
1,1793,1,3
1750,1802,10,42
1750,2047,7,38
1750,2320,6,35
1,2577,1,4
1,2601,1,4
1751,2630,1,5
1,2952,2,10
0,3004,3,15
1,3352,1,4
2,2109,1,4
1,3012,1,5
0,3353,2,7
2,2649,1,5
13,89,10,41
13,94,5,26
1750,2913,2,7
1750,3294,3,18
1750,3301,3,13
1750,3406,3,16
1751,2900,2,10
1751,3300,2,7
0,3485,2,10
71,1817,8,33
71,2138,6,26
73,1853,1,4
1750,2969,3,17
1750,3018,3,14
1750,3173,3,13
1751,1788,3,13
1751,2065,4,19
1750,2189,6,26
72,2364,2,11
1751,2407,3,13
1751,2452,3,12
71,2572,6,25
1750,2578,5,22
71,2609,5,25
72,2679,3,14
72,2685,3,15
1750,2805,4,20
1751,2830,2,11
1752,1892,1,5
1750,2872,3,14
1752,2101,2,8
1752,2172,1,5
1750,2863,4,19
70,3018,9,42
71,1898,7,34
69,2380,9,40
71,2953,7,33
71,3028,5,33
70,3101,9,41
72,3160,1,3
70,3165,10,36
71,2446,7,28
70,3129,10,45
71,2066,9,34
71,2992,6,24
1751,3251,3,17
1752,2657,1,5
70,2909,10,34
70,3064,8,42
71,3274,4,25
72,1840,6,28
72,1856,5,22
72,1916,5,30
72,2041,5,29
72,2081,2,10
71,2169,9,42
72,2272,5,24
72,2559,4,21
71,2569,8,40
71,2663,7,32
71,2706,8,32
1751,3281,3,12
71,3306,3,13
72,3156,1,3
71,3428,4,23
72,2649,6,26
72,2748,5,32
72,2843,4,18
71,2943,8,37
72,2564,5,25
72,2954,4,19
72,3033,3,13
72,3059,3,17
73,2203,1,4
72,3247,3,13
72,3323,3,12
73,2094,1,4
72,3159,3,15
73,1920,2,9
73,2445,10,29
73,2630,10,42
74,574,9,40
74,1819,9,33
74,1948,9,28
74,2342,7,35
74,2501,7,36
74,2710,6,30
75,237,5,32
75,1254,3,15
75,1405,3,13
75,2138,6,27
75,2440,3,12
73,3246,8,43
75,2161,5,29
74,2403,7,37
75,2448,4,26
74,2714,7,30
75,2465,5,27
75,2790,3,12
75,2823,2,9
73,2870,10,31
74,2996,6,37
75,2931,3,14
75,2985,3,17
74,3118,7,35
75,3267,1,4
75,3275,2,8
74,3334,5,28
73,3390,9,30
74,3326,5,25
74,3350,5,22
75,3464,2,8
74,3494,6,36
76,251,2,10
74,759,10,35
74,867,9,36
74,897,8,32
75,902,4,21
74,1036,8,31
74,1341,7,41
75,409,5,30
74,573,10,36
74,1375,8,35
74,1457,8,33
75,549,6,27
75,708,5,22
75,1119,6,30
75,1219,2,8
75,1242,4,27
75,1309,4,24
75,1331,4,22
75,1509,2,8
74,1511,8,28
75,1507,3,14
75,1537,2,10
74,1662,8,41
75,1554,3,17
75,1685,3,14
76,147,3,13
1750,79,6,24
1750,82,3,16
1750,87,4,27
0,95,7,32
0,99,1,4
0,102,7,37
1750,114,1,4
0,121,3,15
1750,123,7,30
1750,134,7,26
1750,178,5,21
1750,190,6,29
1750,209,3,18
0,245,1,3
0,424,2,7
0,436,1,5
1750,476,2,9
1750,477,3,16
1750,515,3,14
0,532,2,7
1750,542,3,13
1750,592,4,22
0,701,1,4
1750,719,3,17
1750,1430,1,3
1751,189,1,5
1751,836,1,5
0,848,1,5
1750,887,2,11
0,923,1,4
0,1283,1,3
1750,1373,2,9
1751,1077,1,3
1750,1220,2,7
1750,1465,1,5
1751,193,1,5
0,403,3,13
0,428,4,25
0,1480,1,4
0,1539,1,4
0,1622,1,4
1,565,1,5
0,781,2,8
1,174,1,5
1750,207,1,4
1750,391,2,9
1750,482,2,8
0,630,3,13
0,1441,3,13
0,1611,2,10
0,1628,2,9
0,1645,2,10
1,523,2,9
1750,609,2,7
1,618,1,4
1,785,2,11
1,1030,1,5
1750,1265,1,5
1750,1267,1,4
1750,1832,8,33
1750,1842,10,33
1750,1884,4,22
1750,1893,3,16
1750,1933,4,19
1751,1859,1,5
1750,2082,4,22
1750,2114,3,17
1750,2272,2,11
1750,2293,3,17
1750,2326,3,18
1750,2666,3,17
1750,2859,2,9
1750,2984,1,4
1750,2998,2,10
1750,3061,1,3
1750,3317,1,5
1753,3327,1,5
1753,3376,1,3
2,3393,1,5
3,1133,3,12
2,1164,5,23
3,1432,3,13
3,1523,1,4
4,480,1,5
3,1201,5,29
3,1576,2,9
3,1791,1,4
3,2030,1,4
3,2857,1,5
3,2982,1,3
3,3079,1,5
3,3085,1,5
2,3137,3,17
2,3371,3,17
3,1934,2,8
3,3326,1,5
1752,1783,8,37
1752,1934,9,33
1752,2454,4,24
1752,2886,3,12
1753,1861,4,18
1752,2195,4,18
1753,2207,2,7
1753,2458,2,7
1752,2557,4,21
1752,2830,4,28
1752,2926,5,32
1752,3074,5,27
1752,3089,5,29
1753,1782,5,22
1752,2639,5,30
1752,2940,5,33
1752,3496,3,13
1753,3395,2,7
1752,3426,5,23
1753,3469,3,18
1753,3488,1,5
1754,1895,1,3
1754,2060,1,4
1754,2234,2,11
1754,2342,2,11
1754,2481,1,3
1752,2812,6,23
1753,1966,4,21
1753,2653,4,27
1754,2406,2,10
1752,2408,6,26
1766,64,3,13
1821,123,5,27
1765,281,7,39
1821,283,5,23
1821,357,5,33
1820,402,10,35
1765,526,3,17
1820,610,9,37
1765,699,3,14
1820,709,9,39
1765,1115,3,15
1765,1316,3,15
1766,956,1,3
1765,1372,4,21
1765,1395,4,25
1820,1561,8,32
1765,1627,4,27
1820,1676,6,27
1821,24,7,34
1821,524,5,32
1821,802,5,30
1821,1321,1,4
1822,166,2,11
1822,448,1,4
1822,500,1,3
1822,744,1,3
1820,888,9,44
1821,896,5,28
1822,706,1,4
1822,905,1,4
1821,935,2,11
1821,1280,4,25
1821,1510,3,18
1822,440,1,4
1822,580,1,4
1821,1301,4,28
1821,1603,3,14
1822,349,1,3
1821,493,6,25
1822,305,3,12
71,338,9,45
71,910,9,43
71,1357,7,29
72,898,5,29
72,1159,4,28
72,1169,4,23
72,1194,1,5
72,1401,3,18
73,126,3,14
72,1385,3,17
73,81,3,14
71,421,9,33
71,1497,6,31
73,487,2,8
71,1749,6,37
72,1051,6,35
73,74,4,24
73,267,3,12
71,918,9,42
72,99,8,27
73,749,2,8
73,952,2,8
72,1254,4,19
72,1467,4,24
73,164,3,18
71,1501,7,26
71,1634,7,31
73,1439,2,7
1754,3334,2,10
1755,2082,2,9
1754,3369,2,10
1755,1922,2,10
4,2035,4,21
4,2052,3,12
4,2220,2,10
4,2247,2,8
4,2339,3,13
4,2364,3,13
4,2517,2,7
4,2518,2,8
4,2562,1,3
4,2975,1,5
4,3072,2,7
4,3175,1,4
5,2080,1,5
4,3339,1,3
5,1857,1,3
5,1887,1,4
5,2809,1,5
5,2829,1,5
4,3091,1,3
4,3151,1,5
4,3276,1,3
5,1643,1,3
5,2282,2,7
1755,2181,2,10
1754,2276,6,34
1754,2337,5,30
1754,2385,5,24
1754,2438,7,35
1754,2489,6,33
1754,2560,5,29
1754,2569,4,20
1754,2708,4,21
1811,2765,10,44
1811,2767,10,35
1812,2366,8,36
1754,2781,5,26
1754,2807,5,30
1812,2820,6,36
1754,2900,5,21
1811,2950,9,41
1754,2958,7,27
1754,2960,6,27
1754,2964,4,19
1811,2996,9,39
1754,3013,4,27
1754,3021,5,30
1754,3046,7,31
1754,3058,4,24
1811,3089,9,39
1754,3103,3,15
1812,3114,6,26
1813,1781,5,29
1813,1942,4,20
1812,2203,8,31
1813,2368,3,17
1754,3142,5,24
1754,3166,4,22
1754,3360,3,16
1754,3378,2,8
1754,3441,2,11
1755,1761,3,13
1755,1805,4,21
1755,1811,3,17
1755,1895,5,23
1755,1903,4,27
1755,2369,2,7
1755,2787,1,5
1755,3005,1,3
1811,3477,8,31
1813,2464,3,12
62,2516,7,26
1812,2601,8,31
1813,2504,4,20
1813,2628,3,15
63,2658,3,14
1813,2712,2,8
1812,2747,8,37
61,2811,10,44
63,2836,2,7
61,2941,10,46
62,2660,7,31
62,3160,6,37
63,2162,4,28
63,2812,2,9
1813,3189,1,4
62,3389,6,33
63,394,1,5
63,476,1,3
61,874,9,28
61,1001,8,39
61,1113,8,41
62,511,5,31
62,1271,3,15
63,68,3,17
4,425,6,37
4,564,6,29
4,620,9,36
4,683,7,32
4,887,6,32
4,923,6,31
4,1429,4,25
5,456,4,24
63,463,2,11
5,755,4,19
5,927,4,28
5,933,4,23
5,1050,4,24
5,1647,3,12
5,1693,2,8
4,1982,8,41
4,2063,4,20
4,2147,3,14
4,2392,5,29
4,2396,4,27
4,2418,4,25
4,2839,4,27
4,2899,4,26
4,2949,4,19
4,3138,3,16
4,3425,2,7
5,1768,3,13
5,1785,2,11
5,1803,3,17
5,2195,3,12
5,2979,3,18
1822,3203,9,41
1823,2013,7,32
1823,2520,6,37
1823,2561,6,32
1823,2977,5,32
1823,2993,5,28
1824,2434,1,5
1822,3180,9,29
1824,2004,2,8
1822,2533,10,47
1823,3057,5,21
1823,3076,4,28
1823,3150,4,26
1824,1755,2,11
74,3207,5,27
75,2182,4,22
75,2440,3,18
75,2790,3,13
1822,3254,9,35
1823,18,9,39
1822,1094,10,29
1823,91,10,39
1823,122,10,36
1823,334,9,30
1823,415,9,29
1823,496,8,38
1823,676,7,27
1823,773,7,36
1822,1015,10,44
1823,1030,7,38
1823,1372,7,25
1822,1474,10,31
1823,827,8,42
1823,1553,7,26
1823,2747,6,23
1823,2953,6,25
1823,2981,6,31
1823,3308,4,18
1824,96,6,36
1824,285,4,18
1824,397,3,14
1824,562,5,26
1824,644,3,18
1824,1005,2,11
1824,1010,3,13
1824,1199,2,8
1824,1563,1,3
1824,1671,2,9
1824,2508,2,8
1824,3017,1,5
1823,3336,4,23
1825,182,1,5
1823,1143,8,28
1824,292,5,28
1825,305,2,7
1825,543,1,4
1823,2403,7,36
1822,3002,10,41
1823,1972,9,37
1823,2414,9,36
1823,2838,7,30
1823,2851,7,32
1824,2090,3,12
1824,2323,3,14
1824,2562,3,15
1822,3220,10,33
1822,3307,10,35
1822,3461,10,35
1823,2390,9,35
1823,2649,9,39
1823,3246,6,27
1823,3384,6,28
1823,3468,4,26
1824,2119,3,18
1823,2774,7,28
1824,1976,5,27
1824,2180,4,25
1824,2257,4,25
1824,2653,4,18
75,2823,2,10
1824,3059,2,11
1823,3081,7,30
1824,3144,3,14
1824,3163,2,10
1824,3181,3,14
1823,3267,7,25
1823,3285,7,33
73,3390,9,40
74,2403,7,37
75,2931,3,18
74,3326,5,22
74,3334,5,28
74,3350,5,25
75,2161,5,33
75,2448,4,21
75,2985,3,18
75,3036,3,13
75,3318,1,5
76,2712,1,3
76,2735,1,3
74,3355,6,28
75,3464,2,9
74,3494,6,37
1824,37,6,35
74,115,9,34
1824,357,5,23
1823,485,10,41
1825,624,1,5
1823,1152,8,28
1823,1436,7,31
1824,362,5,23
1824,501,6,25
1823,777,10,35
1823,1034,9,42
1824,39,7,39
1824,293,7,34
1824,381,6,29
74,402,8,30
74,514,8,43
1824,650,6,23
1824,652,6,24
1823,843,10,34
1824,857,5,27
1823,939,10,39
1824,1087,4,19
75,1219,2,10
1824,1412,3,16
1825,105,3,13
1825,970,1,5
1823,1017,9,40
1823,1258,10,29
1823,1467,8,30
1824,1591,3,17
1825,0,4,28
12,76,7,31
12,337,10,37
12,2041,4,28
12,2076,4,24
12,3014,2,8
1762,31,2,8
1762,32,1,4
1762,36,1,4
1762,72,1,3
12,88,4,18
12,108,1,4
12,118,1,3
1762,131,2,7
1762,132,9,40
12,135,3,15
1762,149,6,30
1762,171,2,7
12,175,1,4
12,182,2,11
12,219,7,38
12,242,4,22
12,330,1,5
12,614,1,5
12,950,1,5
12,1267,1,5
13,20,1,5
1762,187,1,5
13,188,1,3
73,1613,10,46
74,276,1,5
75,148,4,20
74,460,8,27
74,574,9,46
75,237,5,22
1762,228,2,11
13,246,1,5
12,367,5,26
1762,368,5,33
13,369,1,4
1762,374,3,18
1762,411,3,17
1762,417,6,36
1762,438,3,17
1762,447,4,19
1762,561,1,3
1762,566,1,5
1762,589,1,4
1762,601,1,4
1762,646,1,3
12,694,4,18
1762,703,2,8
12,743,3,18
1762,795,1,5
1762,978,2,7
1762,1394,2,9
1762,1482,2,8
1762,1655,1,3
1762,1693,1,5
1763,810,1,4
12,945,2,11
1763,945,1,3
12,1111,3,12
12,1252,3,17
12,1520,2,11
13,307,2,7
12,368,9,36
13,434,2,7
13,534,3,13
12,717,4,21
75,722,3,18
12,766,4,27
74,769,8,29
12,795,6,25
75,845,3,17
74,897,8,39
12,983,5,30
74,1036,8,33
75,999,3,14
12,1127,5,30
13,1151,1,5
12,1208,4,27
75,1254,3,13
13,1265,2,7
75,1298,1,4
75,1345,1,5
12,1364,4,21
12,1591,2,11
73,1626,10,32
12,1689,3,18
12,1693,3,16
74,1741,5,29
75,1367,2,10
13,1484,1,5
75,1537,2,10
12,1792,5,23
12,1818,9,35
1823,2404,10,35
1823,3289,8,43
1824,2339,5,21
1824,2507,5,21
1824,2930,4,21
1824,2970,4,28
1825,1833,3,15
12,1867,6,27
12,1898,6,37
1824,1918,7,29
12,1958,3,15
12,1964,9,34
12,1983,1,4
12,2005,1,4
12,2016,1,4
12,2065,4,27
12,2111,2,11
12,2128,2,11
12,2362,2,9
12,2363,1,4
12,2439,4,25
12,2447,1,4
1823,2989,9,41
1823,3027,7,35
1823,3290,8,31
1824,2823,3,13
1824,2919,4,23
1825,2547,1,5
1824,3119,4,23
1824,3366,4,24
1825,2479,1,3
12,2506,1,4
12,2563,1,3
12,2711,1,3
13,2291,1,5
1824,2876,4,28
12,2901,1,5
13,2017,2,8
13,2122,2,10
13,2464,1,3
13,2592,2,11
13,2626,1,3
1824,2951,4,27
1823,3235,9,41
1823,3324,8,28
1825,1915,3,18
12,2092,5,21
1825,2576,1,3
12,2824,4,21
12,3054,2,8
13,2653,2,11
12,3187,3,16
12,3196,2,10
12,3293,1,5
1824,3361,5,21
12,3372,1,5
13,2062,3,17
12,2515,3,12
12,2579,4,25
12,2931,4,24
13,567,2,8
13,1751,4,23
12,1797,6,32
13,2138,4,28
12,2218,6,37
12,2242,6,29
13,1982,4,26
13,2369,4,20
13,2965,2,9
13,2983,1,5
12,3239,4,27
12,3255,4,24
12,3438,4,27
13,327,5,26
13,513,5,26
13,615,3,18
13,670,2,9
13,732,3,12
13,962,3,13
13,1172,4,23
13,1322,3,12
13,1328,2,8
13,1341,2,10
12,1496,4,20
13,1329,3,17
13,1510,2,7
13,1542,1,5
13,2423,4,24
13,2505,4,22
13,2692,4,25
13,3130,2,10
13,3206,2,11
13,3291,2,10
14,72,1,3
14,275,1,4
1824,1133,5,30
1825,1235,1,5
1824,1343,5,33
13,1347,4,26
73,1670,9,41
74,1273,6,29
74,1632,5,32
74,1705,4,25
75,1468,1,4
74,1657,5,21
74,1683,5,25
13,3216,1,4
1762,130,9,45
1762,140,10,30
83,696,10,44
80,1855,9,46
83,1858,9,34
83,1995,9,30
83,2000,9,43
83,2017,9,37
83,2042,9,34
83,2199,8,28
83,2592,7,39
83,2611,7,39
83,3168,6,27
84,2364,4,25
84,2543,4,25
83,2915,6,25
84,1759,6,26
83,2835,7,36
84,2891,5,21
84,2979,2,9
84,3006,2,10
84,3140,2,9
84,3382,3,17
84,3464,1,3
83,3486,5,29
1760,64,1,4
1833,83,8,40
10,105,1,4
1760,105,10,29
10,138,6,31
10,146,4,27
1760,181,6,37
1760,223,7,29
1760,318,1,3
1760,335,3,14
1760,383,4,19
1760,408,7,39
1760,417,5,22
1760,437,4,27
1760,460,2,8
10,462,2,9
1760,517,2,11
1832,603,10,40
1760,663,2,8
1760,706,3,16
1760,732,1,4
1760,840,1,3
1761,143,1,5
1762,604,3,14
1762,998,2,11
1762,1054,2,8
1763,236,2,7
1763,237,1,3
1764,165,1,3
1763,224,2,11
1763,474,2,10
1763,624,3,14
1763,843,2,11
1762,1195,3,17
1762,1587,3,13
1763,1014,3,18
1763,1072,3,12
1764,170,2,10
1762,410,5,21
1824,2512,1,5
1832,3008,5,23
1831,3201,8,38
1832,139,9,35
1832,1435,7,33
1832,1820,8,41
1832,2306,7,26
1833,2864,2,7
1832,3054,6,26
1833,1982,5,29
1833,2089,5,28
1831,2909,10,30
1831,3429,9,31
1834,1912,2,11
1832,2013,9,35
1833,2227,4,28
1832,2480,8,33
1832,2716,8,34
1832,2976,6,31
1832,3091,6,33
1834,2090,1,5
1831,3189,10,45
1832,3396,5,27
1833,995,4,22
1833,2232,4,28
1834,1981,1,4
1832,3445,5,24
1833,1579,2,11
1833,3454,2,9
1834,2028,2,9
1832,2831,8,31
1833,2119,5,21
1833,3445,3,13
1834,140,1,4
1833,1400,2,9
1831,1577,10,46
1832,202,9,44
1833,294,7,38
1832,565,9,42
1833,617,6,28
1833,650,4,24
1832,672,9,44
1832,796,8,38
1832,828,9,32
1832,838,9,34
1832,903,8,32
1833,876,5,33
1834,904,1,3
1833,960,5,32
1832,963,8,32
1832,979,8,34
1832,1631,8,36
1834,232,2,11
1834,261,2,11
1834,309,1,5
1834,559,2,7
1834,580,1,4
1761,613,1,4
1760,725,2,8
1760,726,4,19
1760,838,2,11
1760,884,3,16
1760,888,1,5
1760,1027,1,4
1760,1093,1,4
1760,1218,1,5
1761,533,1,5
10,570,2,8
10,614,1,3
10,625,1,4
10,744,3,15
10,846,1,3
10,962,3,16
10,1125,1,3
1832,1474,10,30
1832,1598,9,31
1833,139,9,31
1833,192,9,32
1833,280,9,36
1834,352,2,10
1833,446,8,32
1834,761,2,7
1833,1201,6,27
1833,1694,5,22
1834,1041,2,8
1834,1147,2,9
1832,1333,10,38
1833,132,10,32
84,480,5,29
84,538,5,24
83,600,10,38
1833,633,8,39
83,741,9,29
84,222,7,35
84,432,6,28
85,59,2,9
83,658,10,46
1833,747,8,39
83,800,10,45
83,843,10,47
83,855,9,29
1833,872,7,36
84,943,4,25
1833,947,8,31
1833,958,7,41
84,1003,3,17
1833,1406,6,33
1833,1462,5,31
1834,128,3,15
1834,162,4,21
1834,617,4,27
1834,923,3,15
83,984,8,37
1832,1519,10,34
1833,1465,6,33
1834,1046,3,17
83,1299,8,33
83,1485,9,37
83,1531,9,41
84,1534,3,17
83,1562,8,30
83,1650,8,42
84,271,8,27
85,3,3,17
83,1493,9,43
84,96,8,36
84,257,8,29
84,455,8,42
84,865,6,23
83,1409,9,31
85,422,3,12
10,1799,2,9
10,1833,7,39
10,1850,7,25
10,1861,3,16
10,1867,1,4
10,1923,8,41
10,1927,7,28
10,2082,1,4
10,2096,2,7
10,2102,4,21
10,2110,2,8
10,2122,3,18
10,2308,2,11
10,2401,1,4
10,2435,5,31
10,2442,3,17
10,2500,1,4
10,2735,1,4
11,1968,1,3
11,2645,1,5
11,2656,1,3
10,2749,2,7
10,3229,1,4
10,3333,1,5
10,3416,1,5
10,3457,1,3
11,90,1,4
20,231,2,9
20,278,2,10
20,1154,2,9
20,1393,2,8
20,1557,2,10
21,8,4,22
21,108,1,5
21,150,1,5
20,246,3,12
21,290,1,4
21,431,1,5
20,972,3,18
20,1658,1,5
21,349,1,4
20,1679,1,3
22,392,1,5
1770,69,4,21
1770,78,3,16
1770,95,8,40
1770,112,1,4
1770,143,6,37
1770,172,4,27
21,185,3,17
1770,194,2,10
1770,261,3,15
1770,275,8,38
1770,294,7,28
20,300,10,44
1770,386,9,43
1770,389,1,4
1771,319,1,3
1771,433,1,4
1770,603,2,10
20,605,6,32
1770,632,6,35
21,660,3,18
1770,727,1,4
1770,774,1,3
1770,781,2,8
1770,786,5,24
21,819,1,5
22,276,1,5
20,809,5,21
20,889,5,30
20,900,5,28
21,656,4,25
21,1063,1,5
20,1137,5,25
20,1166,4,25
1770,1183,3,16
1770,1220,2,10
20,1320,4,22
21,920,2,7
21,932,2,9
1770,1364,3,14
21,1367,1,3
20,1422,5,31
1770,1535,2,9
1771,178,2,10
1771,513,1,3
21,1575,2,9
22,199,2,11
1770,1714,3,17
1771,346,3,13
1771,472,4,28
1771,672,1,4
20,1543,5,27
20,1717,2,9
22,812,1,5
21,853,3,14
20,949,6,34
20,994,6,36
22,130,3,13
21,1405,3,17
20,1626,4,23
1770,1820,1,4
1770,1846,9,46
1770,1929,7,34
1770,1947,10,29
1770,2056,5,33
1770,2093,5,32
1770,2142,3,17
1770,2469,2,8
1770,2780,1,3
1770,3111,1,5
1770,3254,1,4
1770,3306,1,5
1770,3438,1,5
1771,1816,2,9
1771,1957,2,9
1770,2409,2,7
1771,2512,1,5
1770,2730,3,18
1770,3425,2,11
1771,2613,2,11
1771,2672,2,10
1771,2698,2,9
1771,3119,1,5
1771,3129,3,16
1771,3147,1,5
1771,3248,1,4
1772,1926,1,4
1772,1989,1,4
20,2104,4,22
20,2329,4,20
1770,2411,4,23
21,2489,1,5
20,2826,4,27
20,2831,3,14
20,2834,4,22
20,2964,3,15
21,1976,3,17
91,2052,6,37
90,2739,10,39
91,2901,4,26
92,2147,3,16
92,2406,2,9
90,3058,9,31
92,2539,2,8
1771,3088,3,13
21,3150,2,8
21,3216,2,11
20,3230,1,4
21,3298,1,3
22,1854,2,9
22,2035,1,4
21,3389,2,7
90,70,10,47
90,116,10,46
90,172,10,29
90,2692,10,42
90,3213,8,35
90,3246,8,39
91,3286,3,15
92,2326,2,11
92,2805,1,5
92,2830,1,4
90,3161,8,43
90,3264,7,26
91,1988,8,31
91,2229,8,29
91,3171,4,21
91,3304,4,24
92,290,2,11
92,2345,3,16
92,2738,3,12
92,2806,3,17
92,3002,2,7
91,3021,6,36
92,3063,2,8
92,3083,1,5
91,3094,5,32
90,3374,9,32
91,3412,5,32
1840,93,8,38
1840,130,8,38
1840,163,8,40
1840,341,8,42
1840,391,6,26
1840,1674,5,24
1841,210,5,28
1839,235,7,32
1841,287,5,26
1841,317,5,32
1841,355,4,21
1841,392,4,20
1841,609,4,21
90,754,9,29
91,322,3,12
91,513,5,26
90,718,9,36
91,375,6,35
91,411,5,26
86,553,10,44
91,822,5,30
90,901,10,45
91,42,7,26
91,62,7,30
91,681,6,35
1841,781,3,18
1841,802,3,16
1841,808,3,17
91,928,4,19
1840,965,6,26
91,1031,4,20
1840,1051,7,40
1841,1096,3,12
1841,1118,2,7
1840,1157,6,30
1839,1259,10,47
91,1534,2,7
92,183,1,5
92,347,1,3
90,920,10,39
92,5,3,16
92,168,2,7
92,527,1,3
92,1386,1,4
1839,1536,10,39
1840,1127,7,26
1840,1697,6,36
1841,1136,3,16
1840,1295,7,39
1841,1239,3,18
86,1297,10,34
90,1316,8,35
91,1609,2,7
1840,1727,5,26
91,1734,3,16
92,988,1,4
92,1363,1,3
86,1853,7,33
87,2064,3,17
85,2521,10,40
87,2287,2,11
87,2755,1,3
85,3112,10,47
86,1766,9,36
86,2836,6,29
1839,3382,10,39
1840,1813,10,34
1840,1905,7,28
1840,2037,10,37
1841,2053,5,25
1841,2071,5,22
1840,2170,9,31
1840,2174,9,37
1840,2422,8,37
1840,2447,9,28
1840,2471,9,38
1840,2519,9,46
92,2579,3,15
1840,2656,9,32
1840,2660,7,32
1841,2902,3,13
1840,3387,6,35
1841,2219,6,29
1841,2471,5,30
1841,2472,4,26
1840,2621,8,27
1841,2695,4,26
1840,2702,8,27
92,3044,2,9
1840,3093,7,29
1841,2799,5,25
91,3114,5,29
91,3262,6,37
92,2071,5,26
93,1846,2,10
91,2013,9,39
92,2544,4,27
91,2598,8,41
91,2656,9,33
91,2677,8,30
91,2848,7,34
92,2576,4,20
92,2604,4,26
90,3279,10,47
91,3369,6,28
92,2201,6,37
92,2798,4,19
92,2800,5,29
91,3212,7,31
92,3170,4,24
92,3245,3,18
92,3470,3,17
93,1898,3,18
93,1932,3,16
91,3185,7,35
92,3455,4,20
93,2656,1,3
1841,209,7,34
1840,463,9,32
1841,497,6,30
1841,550,5,30
1841,929,4,23
1841,1078,4,20
1839,1612,10,38
1840,1233,8,40
1841,1749,1,4
1841,3485,1,4
1842,2037,1,4
1841,2921,3,15
1842,2006,1,5
1840,3122,8,39
90,3288,9,31
92,3089,2,8
1840,3414,8,33
1842,1,2,11
18,67,9,39
18,87,9,36
18,115,6,25
18,121,10,30
18,136,1,4
18,149,7,39
18,943,3,17
19,1,1,4
91,173,9,36
18,218,3,16
18,265,1,4
18,274,2,8
18,299,2,9
18,310,2,11
18,451,2,10
18,518,1,4
18,600,2,8
19,157,1,4
1840,165,10,33
1840,1040,8,40
1842,290,1,5
1840,492,9,41
1840,637,8,35
1840,1005,9,28
1840,1031,8,40
1841,515,7,29
91,929,5,30
1841,957,5,23
1841,1119,5,30
90,1121,10,43
90,1223,10,38
91,101,8,36
91,924,6,33
90,999,10,45
90,1082,10,36
1841,1226,4,18
1841,1252,3,15
90,1255,9,28
90,1258,9,34
91,776,7,41
91,978,6,30
91,1097,6,25
1841,1336,3,14
1841,1428,4,25
1840,1448,9,28
1841,1706,2,11
1841,1737,2,11
1842,293,1,3
1842,660,1,4
91,844,7,35
92,670,2,11
92,825,2,11
92,830,2,10
18,913,2,10
18,976,2,11
19,864,1,4
1842,867,1,4
1842,874,1,5
